word,type
afipt,substantiv
afirma,verb
afirmare,substantiv
afirmat,adjectiv
afirmat,substantiv
afirmație,substantiv
afirmațiune,substantiv
afirmativ,adjectiv
afiș,substantiv
afișa,verb
afișabil,adjectiv
afișaj,substantiv
afișare,substantiv
afișat,adjectiv
afișat,substantiv
afișetă,substantiv
afișier,substantiv
afișoară,substantiv
afișor,substantiv
afix,substantiv
afixal,adjectiv
afixat,adjectiv
afixoid,substantiv
afla,verb
aflare,substantiv
aflat,adjectiv
aflat,substantiv
aflător,adjectiv
aflicțiune,substantiv
aflictiv,adjectiv
afloriment,substantiv
afluent,substantiv
afluență,substantiv
aflui,verb
afluiere,substantiv
afluire,substantiv
afluit,adjectiv
aflux,substantiv
afocal,adjectiv
afon,adjectiv
afonă,substantiv
afonie,substantiv
afonizare,substantiv
afonizat,adjectiv
aforism,substantiv
aforistic,adjectiv
aforisticitate,substantiv
afreta,verb
afretare,substantiv
afretat,adjectiv
african,adjectiv
african,substantiv
africană,substantiv
africancă,substantiv
africanism,substantiv
africanist,adjectiv
africanistică,substantiv
africaniza,verb
africanizare,substantiv
africanizat,adjectiv
africanolog,adjectiv
africat,adjectiv
africată,substantiv
afrikaander,substantiv
afrikaans,substantiv
afrikander,substantiv
afro-american,adjectiv
afro-asiatic,adjectiv
afroamerican,adjectiv
afrodită,substantiv
afrodiziac,adjectiv
afront,substantiv
afronta,verb
afrontare,substantiv
afrontat,adjectiv
afrunta,verb
aftă,substantiv
aftoasă,adjectiv
aftoid,adjectiv
aftos,adjectiv
aftoză,substantiv
afuiere,substantiv
afuire,substantiv
afum,substantiv
afuma,verb
afumare,substantiv
afumat,adjectiv
afumătoare,substantiv
afumător,adjectiv
afumătorie,substantiv
afumătură,substantiv
afund,adjectiv
afund,substantiv
afunda,verb
afundare,substantiv
afundat,adjectiv
afundat,substantiv
afundătură,substantiv
afundiș,substantiv
afunzime,substantiv
afurisanie,substantiv
afurisenie,substantiv
afurisi,verb
afurisire,substantiv
afurisit,adjectiv
afurisit,substantiv
afurisită,substantiv
afuzali,substantiv
afuziune,substantiv
aga,substantiv
agă,substantiv
agabaritic,adjectiv
agalactie,substantiv
agalaxie,substantiv
agam,adjectiv
agamie,substantiv
agamospermie,substantiv
agapă,substantiv
agarean,substantiv
agaricacee,substantiv
agarlâc,substantiv
agasa,verb
agasant,adjectiv
agasare,substantiv
agasat,adjectiv
agasat,substantiv
agastrie,substantiv
agat,substantiv
agată,substantiv
agăța,verb
agațament,substantiv
agățare,substantiv
agatârși,substantiv
agățat,adjectiv
agățat,substantiv
agățătoare,substantiv
agățător,adjectiv
agatin,adjectiv
agavă,substantiv
ageamie,substantiv
ageamiu,adjectiv
ageamiu,substantiv
agendă,substantiv
agenezie,substantiv
agent,substantiv
agentă,substantiv
agenție,substantiv
agentură,substantiv
ager,adjectiv
agerazie,substantiv
ageri,verb
agerime,substantiv
agerit,adjectiv
agest,substantiv
agestru,substantiv
ageuzie,substantiv
agheasmă,substantiv
agheasmatar,substantiv
aghenție,substantiv
aghesmui,verb
aghesmuire,substantiv
aghesmuit,adjectiv
aghioasă,substantiv
aghios,substantiv
aghiotant,substantiv
agie,substantiv
agil,adjectiv
agilitate,substantiv
agio,substantiv
agiota,verb
agiotaj,substantiv
agita,verb
agitare,substantiv
agitat,adjectiv
agitat,substantiv
agitată,substantiv
agitație,substantiv
agitațiune,substantiv
agitatoare,substantiv
agitator,substantiv
agitatoric,adjectiv
aglică,substantiv
aglomera,verb
aglomerant,substantiv
aglomerare,substantiv
aglomerat,adjectiv
aglomerat,substantiv
aglomerație,substantiv
aglomerațiune,substantiv
aglomerator,substantiv
aglutina,verb
aglutinant,adjectiv
aglutinare,substantiv
aglutinat,adjectiv
aglutinat,substantiv
aglutinină,substantiv
aglutinogen,substantiv
agnată,substantiv
agnatic,adjectiv
agnatostom,substantiv
agneț,substantiv
agnomen,substantiv
agnostic,adjectiv
agnostică,substantiv
agnosticism,substantiv
agnozie,substantiv
agogic,adjectiv
agogică,substantiv
agonă,substantiv
agonal,adjectiv
agonic,adjectiv
agonie,substantiv
agoniseală,substantiv
agonisi,verb
agonisire,substantiv
agonisit,adjectiv
agonisit,substantiv
agonist,adjectiv
agonistic,adjectiv
agonistică,substantiv
agoniza,verb
agonizant,adjectiv
agonizare,substantiv
agonizat,adjectiv
agora,substantiv
agoră,substantiv
agorafobie,substantiv
agradare,substantiv
agrafă,substantiv
agrafie,substantiv
agrăi,verb
agrăire,substantiv
agrăit,adjectiv
agramat,adjectiv
agramată,substantiv
agramatical,adjectiv
agramaticalitate,substantiv
agramatism,substantiv
agranulocit,substantiv
agranulocitoză,substantiv
agrar,adjectiv
agrarian,adjectiv
agrarian,substantiv
agrariană,substantiv
agrarianism,substantiv
agrava,verb
agravant,adjectiv
agravare,substantiv
agravat,adjectiv
agravat,substantiv
agrea,verb
agreabil,adjectiv
agreare,substantiv
agreat,adjectiv
agreat,substantiv
agreement,substantiv
agreere,substantiv
agrega,verb
agregare,substantiv
agregat,adjectiv
agregat,substantiv
agregație,substantiv
agregațiune,substantiv
agrement,substantiv
agrementa,verb
agremental,adjectiv
agrementare,substantiv
agrementat,adjectiv
agresa,verb
agresare,substantiv
agresat,adjectiv
agresat,substantiv
agresiona,verb
agresionare,substantiv
agresionat,adjectiv
agresiune,substantiv
agresiv,adjectiv
agresivitate,substantiv
agresoare,substantiv
agresologie,substantiv
agresor,substantiv
agrest,adjectiv
agricol,adjectiv
agricoliza,verb
agricolizare,substantiv
agricolizat,adjectiv
agricultoare,substantiv
agricultor,substantiv
agricultură,substantiv
agrimensor,substantiv
agrimensură,substantiv
agripnie,substantiv
agriș,substantiv
agrișă,substantiv
agroalimentar,adjectiv
agroalimentare,substantiv
agroameliorativ,adjectiv
agrobiocenoză,substantiv
agrobiolog,substantiv
agrobiologic,adjectiv
agrobiologie,substantiv
agrobotanică,substantiv
agrocenoză,substantiv
agrochimic,adjectiv
agrochimie,substantiv
agrochimist,adjectiv
agroecologie,substantiv
agroecosistem,substantiv
agrofizică,substantiv
agrofond,substantiv
agrogeolog,substantiv
agrogeologic,adjectiv
agrogeologie,substantiv
agroindustrial,adjectiv
agrologie,substantiv
agromanie,substantiv
agrometeorologic,adjectiv
agrometeorologie,substantiv
agronom,substantiv
agronomă,substantiv
agronomic,adjectiv
agronomie,substantiv
agropedologie,substantiv
agrosilvic,adjectiv
agrotehnic,adjectiv
agrotehnică,substantiv
agrotehnician,adjectiv
agroterasă,substantiv
agroterase,substantiv
agroturism,substantiv
agrozootehnic,adjectiv
agrozootehnie,substantiv
agud,adjectiv
agud,substantiv
agudă,substantiv
aguridă,substantiv
ah,substantiv
ahasveric,adjectiv
aheean,adjectiv
aheean,substantiv
ahei,substantiv
aherontic,adjectiv
aheu,substantiv
ahotnic,adjectiv
aht,substantiv
ahtia,verb
ahtiat,adjectiv
ahtiat,substantiv
ahtiată,substantiv
ahtiere,substantiv
ai,substantiv
aiasmă,substantiv
aici,adverb
aidomanie,substantiv
aiepta,verb
airbag,substantiv
airbus,substantiv
aisberg,substantiv
aișor,substantiv
aituri,substantiv
aiura,verb
aiurare,substantiv
aiurat,adjectiv
aiureală,substantiv
aiuri,verb
aiurire,substantiv
aiurit,adjectiv
aiurit,substantiv
aiurită,substantiv
ajmalină,substantiv
ajun,substantiv
ajuna,verb
ajunare,substantiv
ajunge,verb
ajungere,substantiv
ajuns,adjectiv
ajuns,substantiv
ajur,substantiv
ajura,verb
ajurare,substantiv
ajurat,adjectiv
ajusta,verb
ajustabil,adjectiv
ajustabilitate,substantiv
ajustaj,substantiv
ajustare,substantiv
ajustat,adjectiv
ajustat,substantiv
ajustor,adjectiv
ajustor,substantiv
ajuta,verb
ajutaj,substantiv
ajutare,substantiv
ajutat,adjectiv
ajutat,substantiv
ajutător,adjectiv
ajutător,substantiv
ajutoare,substantiv
ajutor,substantiv
ajutora,verb
ajutorare,substantiv
ajutorat,adjectiv
ajutori,verb
ajutorință,substantiv
akân,substantiv
akkadian,adjectiv
akkadian,substantiv
akkadiană,substantiv
akmeism,substantiv
ală,substantiv
alabastru,substantiv
alac,substantiv
alagea,substantiv
alai,substantiv
alalie,substantiv
alamă,substantiv
alămâie,substantiv
alaman,adjectiv
alaman,substantiv
alamani,substantiv
alămar,substantiv
alămărie,substantiv
alambic,substantiv
alambica,verb
alambicare,substantiv
alambicat,adjectiv
alambicat,substantiv
alămi,verb
alămire,substantiv
alămit,adjectiv
alămiu,adjectiv
alan,adjectiv
alani,substantiv
alanină,substantiv
alantoidă,substantiv
alăpta,verb
alăptare,substantiv
alăptat,adjectiv
alăptat,substantiv
alarmă,substantiv
alarma,verb
alarmant,adjectiv
alarmant,substantiv
alarmantă,substantiv
alarmare,substantiv
alarmat,adjectiv
alarmat,substantiv
alarmist,adjectiv
alarmist,substantiv
alarmistă,substantiv
alătura,verb
alăturare,substantiv
alăturat,adjectiv
alăturat,substantiv
alaun,substantiv
alăută,substantiv
alb-albăstrui,adjectiv
alb-argintiu,adjectiv
alb-cenușiu,adjectiv
alb-crem,adjectiv
alb-gălbui,adjectiv
alb-liliachiu,adjectiv
alb-verzui,adjectiv
alb,adjectiv
alb,substantiv
albadă,substantiv
albaiulian,adjectiv
albaiuliancă,substantiv
albanez,adjectiv
albanez,substantiv
albaneză,substantiv
albanistică,substantiv
albanolog,substantiv
albanologie,substantiv
albaspină,substantiv
albăstrea,substantiv
albăstreală,substantiv
albăstrel,adjectiv
albăstri,verb
albăstrică,substantiv
albăstrime,substantiv
albăstrior,adjectiv
albăstrire,substantiv
albăstrit,adjectiv
albăstrit,substantiv
albăstriță,substantiv
albăstriu,adjectiv
albastru-verzui,adjectiv
albastru-violaceu,adjectiv
albastru-violet,adjectiv
albastru,adjectiv
albastru,substantiv
albăstrui-verzui,adjectiv
albăstrui,adjectiv
albatros,substantiv
albeală,substantiv
albeață,substantiv
albedo,substantiv
albei,substantiv
albeț,adjectiv
albeț,substantiv
albețe,substantiv
albgardist,adjectiv
albgardistă,substantiv
albi,verb
albian,adjectiv
albian,substantiv
albicios,adjectiv
albiciune,substantiv
albie,substantiv
albier,substantiv
albigens,adjectiv
albigenzi,substantiv
albii,verb
albiliță,substantiv
albime,substantiv
albină,substantiv
albinar,substantiv
albinărel,substantiv
albinărit,substantiv
albineață,substantiv
albineț,substantiv
albini,verb
albinism,substantiv
albinit,adjectiv
albiniță,substantiv
albinoasă,substantiv
albinos,substantiv
albinozitate,substantiv
albinușă,substantiv
albinuță,substantiv
albioară,substantiv
albior,adjectiv
albire,substantiv
albișoară,substantiv
albișor,substantiv
albit,adjectiv
albit,substantiv
albiță,substantiv
albitor,substantiv
albitorie,substantiv
albitură,substantiv
albiu,adjectiv
albiuță,substantiv
alboare,substantiv
alboradă,substantiv
albui,adjectiv
albuleț,substantiv
album,substantiv
albumeală,substantiv
albumină,substantiv
albuminat,substantiv
albuminemie,substantiv
albuminoid,adjectiv
albuminometru,substantiv
albuminos,adjectiv
albuminurie,substantiv
albumiță,substantiv
albumoză,substantiv
alburi,verb
alburit,adjectiv
alburiu,adjectiv
alburn,substantiv
albuș,substantiv
albuț,adjectiv
alcade,substantiv
alcaic,adjectiv
alcalde,substantiv
alcaliceluloză,substantiv
alcaliemie,substantiv
alcalimetric,adjectiv
alcalin,adjectiv
alcalinitate,substantiv
alcaliniza,verb
alcalinizare,substantiv
alcalinizat,adjectiv
alcalino-pământos,adjectiv
alcaliu,substantiv
alcalizare,substantiv
alcalizat,adjectiv
alcaloid,adjectiv
alcaloid,substantiv
alcaloză,substantiv
alcan,substantiv
alcaptonurie,substantiv
alcătui,verb
alcătuială,substantiv
alcătuire,substantiv
alcătuit,adjectiv
alcătuit,substantiv
alcătuitor,adjectiv
alcătuitor,substantiv
alcazar,substantiv
alchenă,substantiv
alchidal,substantiv
alchil,substantiv
alchilare,substantiv
alchimic,adjectiv
alchimie,substantiv
alchimist,adjectiv
alchină,substantiv
alcion,substantiv
alcool,substantiv
alcoolat,substantiv
alcoolemie,substantiv
alcoolic,adjectiv
alcoolic,substantiv
alcoolică,substantiv
alcoolism,substantiv
alcooliza,verb
alcoolizare,substantiv
alcoolizat,adjectiv
alcoolmetrie,substantiv
alcoolmetru,substantiv
alcoolomanie,substantiv
alcoolscop,substantiv
alcooltest,substantiv
alcoolurie,substantiv
alcov,substantiv
alcovă,substantiv
alcoxid,substantiv
aldămaș,substantiv
aldan,substantiv
aldehidă,substantiv
aldin,adjectiv
aldină,substantiv
aldol,substantiv
aldolizare,substantiv
aldosteron,substantiv
aldosteronism,substantiv
aldoză,substantiv
aldui,verb
alduit,adjectiv
alean,substantiv
aleasă,substantiv
aleator,adjectiv
aleatoric,adjectiv
aleatorism,substantiv
aleatoriu,adjectiv
alebardă,substantiv
alee,substantiv
alega,verb
alegare,substantiv
alegat,adjectiv
alegație,substantiv
alegațiune,substantiv
alegătoare,substantiv
alegător,substantiv
alege,verb
alegere,substantiv
alegoric,adjectiv
alegorie,substantiv
alegorism,substantiv
alegorist,adjectiv
alegorist,substantiv
alegoriza,verb
alegorizant,adjectiv
alegorizare,substantiv
alegorizat,adjectiv
alegrețe,substantiv
alegru,adjectiv
alelă,substantiv
alelism,substantiv
alelomorf,adjectiv
alelopatie,substantiv
alem,substantiv
alemandă,substantiv
alemani,substantiv
alemanic,adjectiv
alenă,substantiv
alene,adverb
alerga,verb
alergare,substantiv
alergat,adjectiv
alergat,substantiv
alergătoare,substantiv
alergător,substantiv
alergătură,substantiv
alergen,adjectiv
alergic,substantiv
alergică,substantiv
alergie,substantiv
alergolog,adjectiv
alergolog,substantiv
alergologă,substantiv
alergologic,adjectiv
alergologie,substantiv
alert,adjectiv
alertă,substantiv
alerta,verb
alertare,substantiv
alertat,adjectiv
alertețe,substantiv
ales,adjectiv
ales,substantiv
alesătură,substantiv
aleurit,substantiv
aleurolit,substantiv
aleuronă,substantiv
alevin,substantiv
alexandrin,adjectiv
alexandrin,substantiv
alexăndrinean,adjectiv
alexăndrineancă,substantiv
alexandrinism,substantiv
alexandrit,substantiv
alexie,substantiv
alexină,substantiv
alexitimie,substantiv
aleză,substantiv
aleza,verb
alezaj,substantiv
alezan,adjectiv
alezare,substantiv
alezat,adjectiv
alezat,substantiv
alezie,substantiv
alezor,substantiv
alfabet,substantiv
alfabetar,substantiv
alfabetic,adjectiv
alfabetiza,verb
alfabetizare,substantiv
alfabetizat,adjectiv
alfabetizat,substantiv
alfanumeric,adjectiv
alfavita,substantiv
algă,substantiv
algebră,substantiv
algebric,adjectiv
algebrist,adjectiv
algebriza,verb
algebrizare,substantiv
algerian,adjectiv
algerian,substantiv
algeriană,substantiv
algeriancă,substantiv
algezie,substantiv
algic,adjectiv
algicid,adjectiv
algid,adjectiv
algiditate,substantiv
algie,substantiv
algină,substantiv
alginat,substantiv
algocultură,substantiv
algodistrofie,substantiv
algofobie,substantiv
algogen,adjectiv
algol,substantiv
algolog,substantiv
algologie,substantiv
algometru,substantiv
algonkian,adjectiv
algonkin,adjectiv
algonquian,adjectiv
algorigramă,substantiv
algoritm,substantiv
algoritmic,adjectiv
algoritmiza,verb
algoritmizare,substantiv
algoritmizat,adjectiv
algrafie,substantiv
alguacil,substantiv
alguazil,substantiv
alhimist,adjectiv
alia,verb
aliaj,substantiv
alianță,substantiv
aliat,adjectiv
aliat,substantiv
aliată,substantiv
alibi,substantiv
alic,substantiv
alică,substantiv
alicante,substantiv
alicărie,substantiv
alici,verb
alicire,substantiv
alicit,adjectiv
alicotă,substantiv
alidadă,substantiv
aliena,verb
alienabil,adjectiv
alienabilitate,substantiv
alienant,adjectiv
alienare,substantiv
alienat,adjectiv
alienat,substantiv
alienată,substantiv
alienație,substantiv
alienie,substantiv
alienist,adjectiv
aliere,substantiv
alifatic,adjectiv
alifie,substantiv
alifios,adjectiv
aligator,substantiv
aligni,verb
aligote,substantiv
alilodidactic,adjectiv
aliman,substantiv
alimbare,substantiv
aliment,substantiv
alimenta,verb
alimentar,adjectiv
alimentară,substantiv
alimentare,substantiv
alimentat,adjectiv
alimentat,substantiv
alimentație,substantiv
alimentator,substantiv
alina,verb
alinare,substantiv
alinat,adjectiv
alinat,substantiv
alinătoare,substantiv
alinător,adjectiv
alinător,substantiv
alineament,substantiv
alineat,substantiv
alini,verb
alinia,verb
aliniament,substantiv
aliniat,adjectiv
aliniat,substantiv
aliniere,substantiv
alinire,substantiv
alint,substantiv
alinta,verb
alintare,substantiv
alintat,adjectiv
alintat,substantiv
alintată,substantiv
alintătoare,substantiv
alintător,adjectiv
alintător,substantiv
alintătură,substantiv
alior,substantiv
aliotman,substantiv
alipi,verb
alipire,substantiv
alipit,adjectiv
alipit,substantiv
alismatacee,substantiv
alișveriș,substantiv
alit,substantiv
aliterar,adjectiv
aliterație,substantiv
aliterațiune,substantiv
aliterativ,adjectiv
alitic,adjectiv
alivancă,substantiv
alivăni,verb
alizarină,substantiv
alizee,substantiv
alizeu,substantiv
allemandă,substantiv
almageste,substantiv
almanah,substantiv
almandin,substantiv
almar,substantiv
almee,substantiv
alnic,adjectiv
alo,substantiv
alobrog,adjectiv
aloca,verb
alocabil,adjectiv
alocare,substantiv
alocat,adjectiv
alocat,substantiv
alocație,substantiv
alocațiune,substantiv
alocentrism,substantiv
alochirie,substantiv
alocromatic,adjectiv
alocuție,substantiv
alocuțiune,substantiv
alocutiv,adjectiv
alocutor,substantiv
alodial,adjectiv
alodiu,substantiv
aloe,substantiv
alofon,substantiv
alogam,adjectiv
alogamă,substantiv
alogamie,substantiv
alogen,adjectiv
alogenetic,adjectiv
alogenic,adjectiv
alogic,adjectiv
aloglot,adjectiv
aloglot,substantiv
alograf,adjectiv
alohton,adjectiv
alohton,substantiv
alomorf,substantiv
alomorfism,substantiv
alonim,adjectiv
alonjă,substantiv
alopat,adjectiv
alopat,substantiv
alopatic,adjectiv
alopatie,substantiv
alopatric,adjectiv
alopecie,substantiv
aloplastică,substantiv
aloplastie,substantiv
alopoliploid,adjectiv
alosterie,substantiv
alotip,substantiv
alotopie,substantiv
alotropic,adjectiv
alotropie,substantiv
alotropism,substantiv
alovionare,substantiv
aloxan,substantiv
alozaur,substantiv
alpaca,substantiv
alpenștoc,substantiv
alpestru,adjectiv
alpin,adjectiv
alpinism,substantiv
alpinist,adjectiv
alpinist,substantiv
alpinistă,substantiv
alsacian,adjectiv
alsacian,substantiv
alsaciană,substantiv
altaic,adjectiv
altar,substantiv
